TS DB-Utility - Vers.: 3.6.02 
All Rights Reserved.
Copyright (C) 2003-2011 by Carl-Heinz Rave(CarlosHR)
 ---> 'Shape(19415)-FileName': Shape-file 'tunnel01-250.s' not found!
 ---> 'Shape(19416)-FileName': Shape-file 'tunnel01-500.s' not found!
 ---> 'Shape(19417)-FileName': Shape-file 'tunnel02-3.s' not found!
 ---> 'Shape(19418)-FileName': Shape-file 'tunnel02-5.s' not found!
 ---> 'Shape(19419)-FileName': Shape-file 'tunnel02-7.s' not found!
 ---> 'Shape(19420)-FileName': Shape-file 'tunnel02-10.s' not found!
 ---> 'Shape(19421)-FileName': Shape-file 'tunnel02-12.s' not found!
 ---> 'Shape(19422)-FileName': Shape-file 'tunnel02-15.s' not found!
 ---> 'Shape(19423)-FileName': Shape-file 'tunnel02-20.s' not found!
 ---> 'Shape(19424)-FileName': Shape-file 'tunnel02-25.s' not found!
 ---> 'Shape(19425)-FileName': Shape-file 'tunnel02-30.s' not found!
 ---> 'Shape(19426)-FileName': Shape-file 'tunnel02-35.s' not found!
 ---> 'Shape(19427)-FileName': Shape-file 'tunnel02-40.s' not found!
 ---> 'Shape(19428)-FileName': Shape-file 'tunnel02-45.s' not found!
 ---> 'Shape(19429)-FileName': Shape-file 'tunnel02-50.s' not found!
 ---> 'Shape(19430)-FileName': Shape-file 'tunnel02-100.s' not found!
 ---> 'Shape(19431)-FileName': Shape-file 'tunnel02-250.s' not found!
 ---> 'Shape(19432)-FileName': Shape-file 'tunnel02-500.s' not found!
 ---> 'Shape(19433)-FileName': Shape-file 'tunnel02co1.s' not found!
 ---> 'Shape(19434)-FileName': Shape-file 'tunnel03-5.s' not found!
 ---> 'Shape(19435)-FileName': Shape-file 'tunnel03-10.s' not found!
 ---> 'Shape(19436)-FileName': Shape-file 'tunnel03-15.s' not found!
 ---> 'Shape(19437)-FileName': Shape-file 'tunnel03-15end.s' not found!
 ---> 'Shape(19438)-FileName': Shape-file 'tunnel03-20.s' not found!
 ---> 'Shape(19439)-FileName': Shape-file 'tunnel03-25.s' not found!
 ---> 'Shape(19440)-FileName': Shape-file 'tunnel03-30.s' not found!
 ---> 'Shape(19441)-FileName': Shape-file 'tunnel03-35.s' not found!
 ---> 'Shape(19442)-FileName': Shape-file 'tunnel03-40.s' not found!
 ---> 'Shape(19443)-FileName': Shape-file 'tunnel03-45.s' not found!
 ---> 'Shape(19444)-FileName': Shape-file 'tunnel03-50.s' not found!
 ---> 'Shape(19445)-FileName': Shape-file 'tunnel03-100.s' not found!
 ---> 'Shape(19446)-FileName': Shape-file 'tunnel03-250.s' not found!
 ---> 'Shape(19447)-FileName': Shape-file 'tunnel03-500.s' not found!
 ---> 'Shape(19448)-FileName': Shape-file 'tunnel03co1.s' not found!
 ---> 'Shape(19449)-FileName': Shape-file 'tunnel03co2.s' not found!
 ---> 'Shape(19450)-FileName': Shape-file 'tunnel03co3.s' not found!
 ---> 'Shape(19451)-FileName': Shape-file 'tunnel04-5.s' not found!
 ---> 'Shape(19452)-FileName': Shape-file 'tunnel04-10.s' not found!
 ---> 'Shape(19453)-FileName': Shape-file 'tunnel04-15.s' not found!
 ---> 'Shape(19454)-FileName': Shape-file 'tunnel04-20.s' not found!
 ---> 'Shape(19455)-FileName': Shape-file 'tunnel04-25.s' not found!
 ---> 'Shape(19456)-FileName': Shape-file 'tunnel04-30.s' not found!
 ---> 'Shape(19457)-FileName': Shape-file 'tunnel04-35.s' not found!
 ---> 'Shape(19458)-FileName': Shape-file 'tunnel04-40.s' not found!
 ---> 'Shape(19459)-FileName': Shape-file 'tunnel04-45.s' not found!
 ---> 'Shape(19460)-FileName': Shape-file 'tunnel04-50.s' not found!
 ---> 'Shape(19461)-FileName': Shape-file 'tunnel04-100.s' not found!
 ---> 'Shape(19462)-FileName': Shape-file 'tunnel04-250.s' not found!
 ---> 'Shape(19463)-FileName': Shape-file 'tunnel04-500.s' not found!
 ---> 'Shape(19464)-FileName': Shape-file 'tunnel04co1.s' not found!
 ---> 'Shape(19465)-FileName': Shape-file 'tunnel04co2.s' not found!
 ---> 'Shape(19466)-FileName': Shape-file 'tunnel04co3.s' not found!
 ---> 'Shape(19467)-FileName': Shape-file 'tunnel05-5.s' not found!
 ---> 'Shape(19468)-FileName': Shape-file 'tunnel05-10.s' not found!
 ---> 'Shape(19469)-FileName': Shape-file 'A1t62r15d.s' not found!
 ---> 'Shape(19470)-FileName': Shape-file 'tunnel05-15.s' not found!
 ---> 'Shape(19471)-FileName': Shape-file 'tunnel05-20.s' not found!
 ---> 'Shape(19472)-FileName': Shape-file 'tunnel05-25.s' not found!
 ---> 'Shape(19473)-FileName': Shape-file 'tunnel05-30.s' not found!
 ---> 'Shape(19474)-FileName': Shape-file 'tunnel05-35.s' not found!
 ---> 'Shape(19475)-FileName': Shape-file 'tunnel05-40.s' not found!
 ---> 'Shape(19476)-FileName': Shape-file 'tunnel05-45.s' not found!
 ---> 'Shape(19477)-FileName': Shape-file 'tunnel05-50.s' not found!
 ---> 'Shape(19478)-FileName': Shape-file 'tunnel05-100.s' not found!
 ---> 'Shape(19479)-FileName': Shape-file 'tunnel05-250.s' not found!
 ---> 'Shape(19480)-FileName': Shape-file 'tunnel05-500.s' not found!
 ---> 'Shape(19481)-FileName': Shape-file 'tunnel05co1.s' not found!
 ---> 'Shape(19482)-FileName': Shape-file 'tunnel06-5.s' not found!
 ---> 'Shape(19483)-FileName': Shape-file 'tunnel06-10.s' not found!
 ---> 'Shape(19484)-FileName': Shape-file 'tunnel06-15.s' not found!
 ---> 'Shape(19485)-FileName': Shape-file 'tunnel06-15end.s' not found!
 ---> 'Shape(19486)-FileName': Shape-file 'tunnel06-20.s' not found!
 ---> 'Shape(19487)-FileName': Shape-file 'tunnel06-25.s' not found!
 ---> 'Shape(19488)-FileName': Shape-file 'tunnel06-30.s' not found!
 ---> 'Shape(19489)-FileName': Shape-file 'tunnel06-35.s' not found!
 ---> 'Shape(19490)-FileName': Shape-file 'tunnel06-40.s' not found!
 ---> 'Shape(19491)-FileName': Shape-file 'tunnel06-45.s' not found!
 ---> 'Shape(19492)-FileName': Shape-file 'tunnel06-50.s' not found!
 ---> 'Shape(19493)-FileName': Shape-file 'tunnel06-100.s' not found!
 ---> 'Shape(19494)-FileName': Shape-file 'tunnel06-250.s' not found!
 ---> 'Shape(19495)-FileName': Shape-file 'tunnel06-500.s' not found!
 ---> 'Shape(19496)-FileName': Shape-file 'tunnel06co1.s' not found!
 ---> 'Shape(19497)-FileName': Shape-file 'tunnel06co2.s' not found!
 ---> 'Shape(19498)-FileName': Shape-file 'tunnel08co1.s' not found!
 ---> 'Shape(19499)-FileName': Shape-file 'switch10.s' not found!
 ---> 'Shape(19703)-FileName': Shape-file 'A4t750r01d.s' not found!
 ---> 'Shape(19704)-FileName': Shape-file 'A4t750r05d.s' not found!
 ---> 'Shape(19705)-FileName': Shape-file 'A4t750r10d.s' not found!
 ---> 'Shape(19706)-FileName': Shape-file 'A4t750r20d.s' not found!
 ---> 'Shape(19759)-FileName': Shape-file 'A1tFrog6d5mDbl.s' not found!
 ---> 'Shape(19765)-FileName': Shape-file 'A1tFrog3d15mDbl.s' not found!
 ---> 'Shape(20850)-FileName': Shape-file 'SR_1tStr_w_003_9m.s' not found!
 ---> 'Shape(20851)-FileName': Shape-file 'SR_1tStr_w_005_3m.s' not found!
 ---> 'Shape(20852)-FileName': Shape-file 'SR_1tStr_w_005_6m.s' not found!
 ---> 'Shape(20853)-FileName': Shape-file 'SR_1tStr_w_005_9m.s' not found!
 ---> 'Shape(20854)-FileName': Shape-file 'SR_1tStr_w_006m.s' not found!
 ---> 'Shape(20855)-FileName': Shape-file 'SR_1tStr_w_006_1m.s' not found!
 ---> 'Shape(20856)-FileName': Shape-file 'SR_1tStr_w_008m.s' not found!
 ---> 'Shape(20857)-FileName': Shape-file 'SR_1tStr_w_008_6m.s' not found!
 ---> 'Shape(20858)-FileName': Shape-file 'SR_1tStr_w_009m.s' not found!
 ---> 'Shape(20859)-FileName': Shape-file 'SR_1tSwt_c_ia03dL_Full.s' not found!
 ---> 'Shape(20860)-FileName': Shape-file 'SR_1tSwt_c_ia03dR_Full.s' not found!
 ---> 'Shape(20861)-FileName': Shape-file 'SR_1tSwt_c_ia03dL.s' not found!
 ---> 'Shape(20862)-FileName': Shape-file 'SR_1tSwt_c_ia03dR.s' not found!
 ---> 'Shape(20863)-FileName': Shape-file 'SR_1tSwt_c_a03dL_Full.s' not found!
 ---> 'Shape(20864)-FileName': Shape-file 'SR_1tSwt_c_a03dR_Full.s' not found!
 ---> 'Shape(20865)-FileName': Shape-file 'SR_1tSwt_c_a03dL.s' not found!
 ---> 'Shape(20866)-FileName': Shape-file 'SR_1tSwt_c_a03dR.s' not found!
 ---> 'Shape(20867)-FileName': Shape-file 'SR_1tSwt_w_ia03dL_Full.s' not found!
 ---> 'Shape(20868)-FileName': Shape-file 'SR_1tSwt_w_ia03dR_Full.s' not found!
 ---> 'Shape(20869)-FileName': Shape-file 'SR_1tSwt_w_ia03dL.s' not found!
 ---> 'Shape(20870)-FileName': Shape-file 'SR_1tSwt_w_ia03dR.s' not found!
 ---> 'Shape(20871)-FileName': Shape-file 'SR_1tSwt_w_a03dL_Full.s' not found!
 ---> 'Shape(20872)-FileName': Shape-file 'SR_1tSwt_w_a03dR_Full.s' not found!
 ---> 'Shape(20873)-FileName': Shape-file 'SR_1tSwt_w_a03dL.s' not found!
 ---> 'Shape(20874)-FileName': Shape-file 'SR_1tSwt_w_a03dR.s' not found!
 ---> 'Shape(20875)-FileName': Shape-file 'SR_Rural_4LCrv_0150r01d.s' not found!
 ---> 'Shape(20876)-FileName': Shape-file 'SR_Rural_4LCrv_0150r05d.s' not found!
 ---> 'Shape(20877)-FileName': Shape-file 'SR_Rural_4LCrv_0150r10d.s' not found!
 ---> 'Shape(20878)-FileName': Shape-file 'SR_Rural_4LCrv_0150r20d.s' not found!
 ---> 'Shape(20879)-FileName': Shape-file 'SR_Rural_4L2LXng_Intersection.s' not found!
 ---> 'Shape(20880)-FileName': Shape-file 'SR_Rural_2LStr_085m.s' not found!
 ---> 'Shape(20881)-FileName': Shape-file 'SR_Rural_2LStr_075m.s' not found!
 ---> 'Shape(20882)-FileName': Shape-file 'SR_Rural_2LStr_150m.s' not found!
 ---> 'Shape(20883)-FileName': Shape-file 'SR_Rural_2LStr_200m.s' not found!
 ---> 'Shape(20884)-FileName': Shape-file 'SR_Rural_2LStr_500m.s' not found!
 ---> 'Shape(20885)-FileName': Shape-file 'SR_Rural_2LStr_300m.s' not found!
 ---> 'Shape(20886)-FileName': Shape-file 'SR_Rural_2LStr_400m.s' not found!
 ---> 'Shape(20887)-FileName': Shape-file 'SR_Inter_4LStr_500m.s' not found!
 ---> 'Shape(20888)-FileName': Shape-file 'SR_Inter_4LCrv_3000r05d.s' not found!
 ---> 'Shape(20889)-FileName': Shape-file 'SR_Inter_4LCrv_4000r05d.s' not found!
 ---> 'Shape(20890)-FileName': Shape-file 'SR_1tSwt_c_im03dL.s' not found!
 ---> 'Shape(20891)-FileName': Shape-file 'SR_1tSwt_c_im03dR.s' not found!
 ---> 'Shape(20892)-FileName': Shape-file 'SR_XtCrv_c_00600r01dA.s' not found!
 ---> 'Shape(20893)-FileName': Shape-file 'SR_XtCrv_c_00600r01dB.s' not found!
 ---> 'Shape(20894)-FileName': Shape-file 'SR_XtCrv_c_00600r01dD.s' not found!
 ---> 'Shape(20895)-FileName': Shape-file 'SR_XtCrv_c_00600r01dE.s' not found!
 ---> 'Shape(20896)-FileName': Shape-file 'SR_XtCrv_c_00600r05dA.s' not found!
 ---> 'Shape(20897)-FileName': Shape-file 'SR_XtCrv_c_00600r05dB.s' not found!
 ---> 'Shape(20898)-FileName': Shape-file 'SR_XtCrv_c_00600r05dD.s' not found!
 ---> 'Shape(20899)-FileName': Shape-file 'SR_XtCrv_c_00600r05dE.s' not found!
 ---> 'Shape(20900)-FileName': Shape-file 'SR_XtCrv_c_00600r10dA.s' not found!
 ---> 'Shape(20901)-FileName': Shape-file 'SR_XtCrv_c_00600r10dB.s' not found!
 ---> 'Shape(20902)-FileName': Shape-file 'SR_XtCrv_c_00600r10dD.s' not found!
 ---> 'Shape(20903)-FileName': Shape-file 'SR_XtCrv_c_00600r10dE.s' not found!
 ---> 'Shape(20904)-FileName': Shape-file 'SR_1tCrv_c_00600r01d.s' not found!
 ---> 'Shape(20905)-FileName': Shape-file 'SR_1tCrv_c_00600r05d.s' not found!
 ---> 'Shape(20906)-FileName': Shape-file 'SR_1tCrv_c_00600r10d.s' not found!
 ---> 'Shape(20907)-FileName': Shape-file 'SR_1tCrv_c_00600r20d.s' not found!
 ---> 'Shape(20908)-FileName': Shape-file 'SR_XtCrv_c_04000r00_25dA.s' not found!
 ---> 'Shape(20909)-FileName': Shape-file 'SR_XtCrv_c_04000r00_25dB.s' not found!
 ---> 'Shape(20910)-FileName': Shape-file 'SR_XtCrv_c_04000r00_25dD.s' not found!
 ---> 'Shape(20911)-FileName': Shape-file 'SR_XtCrv_c_04000r00_25dE.s' not found!
 ---> 'Shape(20912)-FileName': Shape-file 'SR_1tStr_c_005_2m.s' not found!
 ---> 'Shape(20913)-FileName': Shape-file 'SR_1tStr_w_005_2m.s' not found!
 ---> 'Shape(20914)-FileName': Shape-file 'SR_1tSwt_c_m03dL_Ext.s' not found!
 ---> 'Shape(20915)-FileName': Shape-file 'SR_1tSwt_c_m03dR_Ext.s' not found!
 ---> 'Shape(20916)-FileName': Shape-file 'SR_1tSwt_w_m03dL_Ext.s' not found!
 ---> 'Shape(20917)-FileName': Shape-file 'SR_1tSwt_w_m03dR_Ext.s' not found!
 ---> 'Shape(20918)-FileName': Shape-file 'SR_1tSwt_c_im03dL_Ext.s' not found!
 ---> 'Shape(20919)-FileName': Shape-file 'SR_1tSwt_c_im03dR_Ext.s' not found!
 ---> 'Shape(20920)-FileName': Shape-file 'SR_1tSwt_w_im03dL_Ext.s' not found!
 ---> 'Shape(20921)-FileName': Shape-file 'SR_1tSwt_w_im03dR_Ext.s' not found!
 ---> 'Shape(20922)-FileName': Shape-file 'SR_1tSwt_c_m03dL_Full.s' not found!
 ---> 'Shape(20923)-FileName': Shape-file 'SR_1tSwt_c_m03dR_Full.s' not found!
 ---> 'Shape(20924)-FileName': Shape-file 'SR_1tSwt_c_im03dL_Full.s' not found!
 ---> 'Shape(20925)-FileName': Shape-file 'SR_1tSwt_c_im03dR_Full.s' not found!
 ---> 'Shape(20926)-FileName': Shape-file 'SR_1tStr_c_010_2m.s' not found!
 ---> 'Shape(20927)-FileName': Shape-file 'SR_1tStr_w_010_2m.s' not found!
 ---> 'Shape(20928)-FileName': Shape-file 'SR_1tSwt_y_m03dL_Ext.s' not found!
 ---> 'Shape(20929)-FileName': Shape-file 'SR_1tSwt_y_m03dR_Ext.s' not found!
 ---> 'Shape(20930)-FileName': Shape-file 'SR_Inter_2LCrv_0250r01d.s' not found!
 ---> 'Shape(20931)-FileName': Shape-file 'SR_Inter_2LCrv_0250r05d.s' not found!
 ---> 'Shape(20932)-FileName': Shape-file 'SR_Inter_2LCrv_0250r10d.s' not found!
 ---> 'Shape(20933)-FileName': Shape-file 'SR_Inter_2LCrv_0250r20d.s' not found!
 ---> 'Shape(20934)-FileName': Shape-file 'SR_Inter_2LCrv_0500r01d.s' not found!
 ---> 'Shape(20935)-FileName': Shape-file 'SR_Inter_2LCrv_0500r05d.s' not found!
 ---> 'Shape(20936)-FileName': Shape-file 'SR_Inter_2LCrv_0500r10d.s' not found!
 ---> 'Shape(20937)-FileName': Shape-file 'SR_Inter_2LCrv_0500r20d.s' not found!
 ---> 'Shape(20938)-FileName': Shape-file 'SR_Inter_2LCrv_1000r01d.s' not found!
 ---> 'Shape(20939)-FileName': Shape-file 'SR_Inter_2LCrv_1000r05d.s' not found!
 ---> 'Shape(20940)-FileName': Shape-file 'SR_Inter_2LCrv_1000r10d.s' not found!
 ---> 'Shape(20941)-FileName': Shape-file 'SR_Inter_2LCrv_1000r20d.s' not found!
 ---> 'Shape(20942)-FileName': Shape-file 'SR_Inter_2LCrv_1500r01d.s' not found!
 ---> 'Shape(20943)-FileName': Shape-file 'SR_Inter_2LCrv_1500r05d.s' not found!
 ---> 'Shape(20944)-FileName': Shape-file 'SR_Inter_2LCrv_1500r10d.s' not found!
 ---> 'Shape(20945)-FileName': Shape-file 'SR_Inter_2LCrv_1500r20d.s' not found!
 ---> 'Shape(20946)-FileName': Shape-file 'SR_Inter_2LCrv_2000r01d.s' not found!
 ---> 'Shape(20947)-FileName': Shape-file 'SR_Inter_2LCrv_2000r05d.s' not found!
 ---> 'Shape(20948)-FileName': Shape-file 'SR_Inter_2LCrv_2000r10d.s' not found!
 ---> 'Shape(20949)-FileName': Shape-file 'SR_Inter_2LCrv_2000r20d.s' not found!
 ---> 'Shape(20950)-FileName': Shape-file 'SR_Inter_2LCrv_3000r05d.s' not found!
 ---> 'Shape(20951)-FileName': Shape-file 'SR_Inter_2LCrv_4000r05d.s' not found!
 ---> 'Shape(20952)-FileName': Shape-file 'SR_Inter_2LStr_002m.s' not found!
 ---> 'Shape(20953)-FileName': Shape-file 'SR_Inter_2LStr_005m.s' not found!
 ---> 'Shape(20954)-FileName': Shape-file 'SR_Inter_2LStr_010m.s' not found!
 ---> 'Shape(20955)-FileName': Shape-file 'SR_Inter_2LStr_050m.s' not found!
 ---> 'Shape(20956)-FileName': Shape-file 'SR_Inter_2LStr_100m.s' not found!
 ---> 'Shape(20957)-FileName': Shape-file 'SR_Inter_2LStr_250m.s' not found!
 ---> 'Shape(20958)-FileName': Shape-file 'SR_Inter_2LStr_500m.s' not found!
 ---> 'Shape(20959)-FileName': Shape-file 'SR_Inter_4LCrv_3000r01d.s' not found!
 ---> 'Shape(20960)-FileName': Shape-file 'SR_Inter_4LCrv_4000r01d.s' not found!
 ---> 'Shape(20961)-FileName': Shape-file 'SR_1tSwt_w_im10dL_Trans.s' not found!
 ---> 'Shape(20962)-FileName': Shape-file 'SR_1tSwt_w_im10dR_Trans.s' not found!
 ---> 'Shape(20963)-FileName': Shape-file 'SR_2tCrv_c_01500r00_5d.s' not found!
 ---> 'Shape(20964)-FileName': Shape-file 'SR_2tCrv_w_01500r00_5d.s' not found!
 ---> 'Shape(20965)-FileName': Shape-file 'SR_1tXvr_c_79d.s' not found!
 ---> 'Shape(20966)-FileName': Shape-file 'SR_1tXvr_w_79d.s' not found!
 ---> 'Shape(20967)-FileName': Shape-file 'SR_1tBrg_c_050m.s' not found!
 ---> 'Shape(20968)-FileName': Shape-file 'SR_1tBrg_c_030m.s' not found!
 ---> 'Shape(20969)-FileName': Shape-file 'SR_2tBrg_c_005m.s' not found!
 ---> 'Shape(20970)-FileName': Shape-file 'SR_2tBrg_w_005m.s' not found!
 ---> 'Shape(20971)-FileName': Shape-file 'SR_Urban_2LXng_IntShort.s' not found!
 ---> 'Shape(20972)-FileName': Shape-file 'SR_Urban_2LTee_IntShort.s' not found!
 ---> 'Shape(20973)-FileName': Shape-file 'SR_Dirt_2LCrv_0010r22_5d.s' not found!
 ---> 'Shape(20974)-FileName': Shape-file 'SR_Dirt_2LCrv_0010r45d.s' not found!
 ---> 'Shape(20975)-FileName': Shape-file 'SR_Dirt_2LCrv_0040r05d.s' not found!
 ---> 'Shape(20976)-FileName': Shape-file 'SR_Dirt_2LCrv_0040r10d.s' not found!
 ---> 'Shape(20977)-FileName': Shape-file 'SR_Dirt_2LCrv_0040r20d.s' not found!
 ---> 'Shape(20978)-FileName': Shape-file 'SR_Dirt_2LCrv_0100r01d.s' not found!
 ---> 'Shape(20979)-FileName': Shape-file 'SR_Dirt_2LCrv_0100r05d.s' not found!
 ---> 'Shape(20980)-FileName': Shape-file 'SR_Dirt_2LCrv_0100r10d.s' not found!
 ---> 'Shape(20981)-FileName': Shape-file 'SR_Dirt_2LCrv_0100r20d.s' not found!
 ---> 'Shape(20982)-FileName': Shape-file 'SR_Dirt_2LCrv_0200r01d.s' not found!
 ---> 'Shape(20983)-FileName': Shape-file 'SR_Dirt_2LCrv_0200r05d.s' not found!
 ---> 'Shape(20984)-FileName': Shape-file 'SR_Dirt_2LCrv_0200r10d.s' not found!
 ---> 'Shape(20985)-FileName': Shape-file 'SR_Dirt_2LCrv_0200r20d.s' not found!
 ---> 'Shape(20986)-FileName': Shape-file 'SR_Dirt_2LCrv_0250r01d.s' not found!
 ---> 'Shape(20987)-FileName': Shape-file 'SR_Dirt_2LCrv_0500r01d.s' not found!
 ---> 'Shape(20988)-FileName': Shape-file 'SR_Dirt_2LCrv_1000r01d.s' not found!
 ---> 'Shape(20989)-FileName': Shape-file 'SR_Dirt_2LCrv_1500r01d.s' not found!
 ---> 'Shape(20990)-FileName': Shape-file 'SR_Dirt_2LStr_005m.s' not found!
 ---> 'Shape(20991)-FileName': Shape-file 'SR_Dirt_2LStr_020m.s' not found!
 ---> 'Shape(20992)-FileName': Shape-file 'SR_Dirt_2LStr_030m.s' not found!
 ---> 'Shape(20993)-FileName': Shape-file 'SR_Dirt_2LStr_040m.s' not found!
 ---> 'Shape(20994)-FileName': Shape-file 'SR_Dirt_2LStr_060m.s' not found!
 ---> 'Shape(20995)-FileName': Shape-file 'SR_Dirt_2LStr_070m.s' not found!
 ---> 'Shape(20996)-FileName': Shape-file 'SR_Dirt_2LStr_080m.s' not found!
 ---> 'Shape(20997)-FileName': Shape-file 'SR_Dirt_2LStr_090m.s' not found!
 ---> 'Shape(20998)-FileName': Shape-file 'SR_1tXvr_c_45.s' not found!
 ---> 'Shape(20999)-FileName': Shape-file 'SR_1tXvr_w_45.s' not found!
 ---> 'Shape(21000)-FileName': Shape-file 'SR_1tSwt_c_im03dR_Div.s' not found!
 ---> 'Shape(21001)-FileName': Shape-file 'SR_1tSwt_c_im03dR_Ext_Div.s' not found!
 ---> 'Shape(21002)-FileName': Shape-file 'SR_1tSwt_c_m03dR_Div.s' not found!
 ---> 'Shape(21003)-FileName': Shape-file 'SR_1tSwt_c_m03dR_Ext_Div.s' not found!
 ---> 'Shape(21004)-FileName': Shape-file 'SR_1tSwt_w_im03dR_Div.s' not found!
 ---> 'Shape(21005)-FileName': Shape-file 'SR_1tSwt_w_im03dR_Ext_Div.s' not found!
 ---> 'Shape(21006)-FileName': Shape-file 'SR_1tSwt_w_m03dR_Div.s' not found!
 ---> 'Shape(21007)-FileName': Shape-file 'SR_1tSwt_w_m03dR_Ext_Div.s' not found!
 ---> 'Shape(21008)-FileName': Shape-file 'SR_Rural_4LCrv_2000r01d.s' not found!
 ---> 'Shape(21009)-FileName': Shape-file 'SR_Rural_4LCrv_2000r05d.s' not found!
 ---> 'Shape(21010)-FileName': Shape-file 'SR_Rural_4LCrv_2000r10d.s' not found!
 ---> 'Shape(21011)-FileName': Shape-file 'SR_Rural_4LCrv_3000r01d.s' not found!
 ---> 'Shape(21012)-FileName': Shape-file 'SR_Rural_4LCrv_3000r05d.s' not found!
 ---> 'Shape(21013)-FileName': Shape-file 'SR_Rural_4LCrv_3000r10d.s' not found!
 ---> 'Shape(21014)-FileName': Shape-file 'SR_Rural_4LCrv_4000r01d.s' not found!
 ---> 'Shape(21015)-FileName': Shape-file 'SR_Rural_4LCrv_4000r05d.s' not found!
 ---> 'Shape(21016)-FileName': Shape-file 'SR_Rural_4LCrv_4000r10d.s' not found!
 ---> 'Shape(21017)-FileName': Shape-file 'SR_1tSwt_c_im28L.s' not found!
 ---> 'Shape(21018)-FileName': Shape-file 'SR_1tSwt_w_SpeerR.s' not found!
 ---> 'Shape(21019)-FileName': Shape-file 'SR_1tSwt_w_SpeerL.s' not found!
 ---> 'Shape(21020)-FileName': Shape-file 'SR_1tSwt_w_CPW511L.s' not found!
 ---> 'Shape(21021)-FileName': Shape-file 'SR_1tSwt_w_EmkayR.s' not found!
 ---> 'Shape(21022)-FileName': Shape-file 'SR_1tSwt_w_EmkayL.s' not found!
 ---> 'Shape(21023)-FileName': Shape-file 'SR_1tSwt_w_LynchR.s' not found!
 ---> 'Shape(21024)-FileName': Shape-file 'SR_1tSwt_w_LynchL.s' not found!
 ---> 'Shape(21025)-FileName': Shape-file 'SR_Rural_2LCrv_0075r01d.s' not found!
 ---> 'Shape(21026)-FileName': Shape-file 'SR_Rural_2LCrv_0075r05d.s' not found!
 ---> 'Shape(21027)-FileName': Shape-file 'SR_Rural_2LCrv_0075r10d.s' not found!
 ---> 'Shape(21028)-FileName': Shape-file 'SR_Rural_2LCrv_0075r20d.s' not found!
 ---> 'Shape(21029)-FileName': Shape-file 'SR_Rural_2LStr_010m_PED.s' not found!
 ---> 'Shape(21030)-FileName': Shape-file 'SR_Rural_2LStr_010m_RRX.s' not found!
 ---> 'Shape(21031)-FileName': Shape-file 'SR_Rural_2LStr_010m_SCH.s' not found!
 ---> 'Shape(21032)-FileName': Shape-file 'SR_Rural_2LStr_010m_SLO.s' not found!
 ---> 'Shape(21033)-FileName': Shape-file 'SR_Rural_2LStr_010m_STA.s' not found!
 ---> 'Shape(21034)-FileName': Shape-file 'SR_Rural_2LStr_010m_STP.s' not found!
 ---> 'Shape(21035)-FileName': Shape-file 'SR_Town_2LStr_010m_PED.s' not found!
 ---> 'Shape(21036)-FileName': Shape-file 'SR_Town_2LStr_010m_RRX.s' not found!
 ---> 'Shape(21037)-FileName': Shape-file 'SR_Town_2LStr_010m_SCH.s' not found!
 ---> 'Shape(21038)-FileName': Shape-file 'SR_Town_2LStr_010m_SLO.s' not found!
 ---> 'Shape(21039)-FileName': Shape-file 'SR_Town_2LStr_010m_STA.s' not found!
 ---> 'Shape(21040)-FileName': Shape-file 'SR_Town_2LStr_010m_STP.s' not found!
 ---> 'Shape(21041)-FileName': Shape-file 'SR_City_2LStr_010m_T1.s' not found!
 ---> 'Shape(21042)-FileName': Shape-file 'SR_City_2LStr_010m_T2.s' not found!
 ---> 'Shape(21043)-FileName': Shape-file 'SR_City_2LStr_020m.s' not found!
 ---> 'Shape(21044)-FileName': Shape-file 'SR_City_2LStr_020m_T1.s' not found!
 ---> 'Shape(21045)-FileName': Shape-file 'SR_City_2LStr_030m.s' not found!
 ---> 'Shape(21046)-FileName': Shape-file 'SR_City_2LStr_040m.s' not found!
 ---> 'Shape(21047)-FileName': Shape-file 'SR_City_2LStr_060m.s' not found!
